col,d_types
NOPELL_COMP_2YR_TRANS_YR8_RT,float64
NOPELL_WDRAW_ORIG_YR8_RT,float64
NOPELL_WDRAW_4YR_TRANS_YR8_RT,float64
NOPELL_WDRAW_2YR_TRANS_YR8_RT,float64
NOPELL_ENRL_ORIG_YR8_RT,float64
NOPELL_ENRL_4YR_TRANS_YR8_RT,float64
NOPELL_ENRL_2YR_TRANS_YR8_RT,float64
NOPELL_UNKN_ORIG_YR8_RT,float64
NOPELL_UNKN_4YR_TRANS_YR8_RT,float64
NOPELL_UNKN_2YR_TRANS_YR8_RT,float64
LOAN_DEATH_YR8_RT,float64
LOAN_COMP_ORIG_YR8_RT,float64
LOAN_COMP_4YR_TRANS_YR8_RT,float64
LOAN_COMP_2YR_TRANS_YR8_RT,float64
LOAN_WDRAW_ORIG_YR8_RT,float64
LOAN_WDRAW_4YR_TRANS_YR8_RT,float64
LOAN_WDRAW_2YR_TRANS_YR8_RT,float64
LOAN_ENRL_ORIG_YR8_RT,float64
LOAN_ENRL_4YR_TRANS_YR8_RT,float64
LOAN_ENRL_2YR_TRANS_YR8_RT,float64
LOAN_UNKN_ORIG_YR8_RT,float64
LOAN_UNKN_4YR_TRANS_YR8_RT,float64
LOAN_UNKN_2YR_TRANS_YR8_RT,float64
NOLOAN_DEATH_YR8_RT,float64
NOLOAN_COMP_ORIG_YR8_RT,float64
NOLOAN_COMP_4YR_TRANS_YR8_RT,float64
NOLOAN_COMP_2YR_TRANS_YR8_RT,float64
NOLOAN_WDRAW_ORIG_YR8_RT,float64
NOLOAN_WDRAW_4YR_TRANS_YR8_RT,float64
NOLOAN_WDRAW_2YR_TRANS_YR8_RT,float64
NOLOAN_ENRL_ORIG_YR8_RT,float64
NOLOAN_ENRL_4YR_TRANS_YR8_RT,float64
NOLOAN_ENRL_2YR_TRANS_YR8_RT,float64
NOLOAN_UNKN_ORIG_YR8_RT,float64
NOLOAN_UNKN_4YR_TRANS_YR8_RT,float64
NOLOAN_UNKN_2YR_TRANS_YR8_RT,float64
FIRSTGEN_DEATH_YR8_RT,float64
FIRSTGEN_COMP_ORIG_YR8_RT,float64
FIRSTGEN_COMP_4YR_TRANS_YR8_RT,float64
FIRSTGEN_COMP_2YR_TRANS_YR8_RT,float64
FIRSTGEN_WDRAW_ORIG_YR8_RT,float64
FIRSTGEN_WDRAW_4YR_TRANS_YR8_RT,float64
FIRSTGEN_WDRAW_2YR_TRANS_YR8_RT,float64
FIRSTGEN_ENRL_ORIG_YR8_RT,float64
FIRSTGEN_ENRL_4YR_TRANS_YR8_RT,float64
FIRSTGEN_ENRL_2YR_TRANS_YR8_RT,float64
FIRSTGEN_UNKN_ORIG_YR8_RT,float64
FIRSTGEN_UNKN_4YR_TRANS_YR8_RT,float64
FIRSTGEN_UNKN_2YR_TRANS_YR8_RT,float64
NOT1STGEN_DEATH_YR8_RT,float64
NOT1STGEN_COMP_ORIG_YR8_RT,float64
NOT1STGEN_COMP_4YR_TRANS_YR8_RT,float64
NOT1STGEN_COMP_2YR_TRANS_YR8_RT,float64
NOT1STGEN_WDRAW_ORIG_YR8_RT,float64
NOT1STGEN_WDRAW_4YR_TRANS_YR8_RT,float64
NOT1STGEN_WDRAW_2YR_TRANS_YR8_RT,float64
NOT1STGEN_ENRL_ORIG_YR8_RT,float64
NOT1STGEN_ENRL_4YR_TRANS_YR8_RT,float64
NOT1STGEN_ENRL_2YR_TRANS_YR8_RT,float64
NOT1STGEN_UNKN_ORIG_YR8_RT,float64
NOT1STGEN_UNKN_4YR_TRANS_YR8_RT,float64
NOT1STGEN_UNKN_2YR_TRANS_YR8_RT,float64
RPY_1YR_RT,float64
COMPL_RPY_1YR_RT,float64
NONCOM_RPY_1YR_RT,float64
LO_INC_RPY_1YR_RT,float64
MD_INC_RPY_1YR_RT,float64
HI_INC_RPY_1YR_RT,float64
DEP_RPY_1YR_RT,float64
IND_RPY_1YR_RT,float64
PELL_RPY_1YR_RT,float64
NOPELL_RPY_1YR_RT,float64
FEMALE_RPY_1YR_RT,float64
MALE_RPY_1YR_RT,float64
FIRSTGEN_RPY_1YR_RT,float64
NOTFIRSTGEN_RPY_1YR_RT,float64
RPY_3YR_RT,float64
COMPL_RPY_3YR_RT,float64
NONCOM_RPY_3YR_RT,float64
LO_INC_RPY_3YR_RT,float64
MD_INC_RPY_3YR_RT,float64
HI_INC_RPY_3YR_RT,float64
DEP_RPY_3YR_RT,float64
IND_RPY_3YR_RT,float64
PELL_RPY_3YR_RT,float64
NOPELL_RPY_3YR_RT,float64
FEMALE_RPY_3YR_RT,float64
MALE_RPY_3YR_RT,float64
FIRSTGEN_RPY_3YR_RT,float64
NOTFIRSTGEN_RPY_3YR_RT,float64
RPY_5YR_RT,float64
COMPL_RPY_5YR_RT,float64
NONCOM_RPY_5YR_RT,float64
LO_INC_RPY_5YR_RT,float64
MD_INC_RPY_5YR_RT,float64
HI_INC_RPY_5YR_RT,float64
DEP_RPY_5YR_RT,float64
IND_RPY_5YR_RT,float64
PELL_RPY_5YR_RT,float64
NOPELL_RPY_5YR_RT,float64
FEMALE_RPY_5YR_RT,float64
MALE_RPY_5YR_RT,float64
FIRSTGEN_RPY_5YR_RT,float64
NOTFIRSTGEN_RPY_5YR_RT,float64
RPY_7YR_RT,float64
COMPL_RPY_7YR_RT,float64
NONCOM_RPY_7YR_RT,float64
LO_INC_RPY_7YR_RT,float64
MD_INC_RPY_7YR_RT,float64
HI_INC_RPY_7YR_RT,float64
DEP_RPY_7YR_RT,float64
IND_RPY_7YR_RT,float64
PELL_RPY_7YR_RT,float64
NOPELL_RPY_7YR_RT,float64
FEMALE_RPY_7YR_RT,float64
MALE_RPY_7YR_RT,float64
FIRSTGEN_RPY_7YR_RT,float64
NOTFIRSTGEN_RPY_7YR_RT,float64
INC_PCT_LO,float64
DEP_STAT_PCT_IND,float64
IND_INC_PCT_LO,float64
DEP_INC_PCT_LO,float64
PAR_ED_PCT_1STGEN,float64
INC_PCT_M1,float64
INC_PCT_M2,float64
INC_PCT_H1,float64
INC_PCT_H2,float64
DEP_INC_PCT_M1,float64
DEP_INC_PCT_M2,float64
DEP_INC_PCT_H1,float64
DEP_INC_PCT_H2,float64
IND_INC_PCT_M1,float64
IND_INC_PCT_M2,float64
IND_INC_PCT_H1,float64
IND_INC_PCT_H2,float64
PAR_ED_PCT_MS,float64
PAR_ED_PCT_HS,float64
PAR_ED_PCT_PS,float64
APPL_SCH_PCT_GE2,float64
APPL_SCH_PCT_GE3,float64
APPL_SCH_PCT_GE4,float64
APPL_SCH_PCT_GE5,float64
DEP_INC_AVG,float64
IND_INC_AVG,float64
OVERALL_YR2_N,float64
LO_INC_YR2_N,float64
MD_INC_YR2_N,float64
HI_INC_YR2_N,float64
DEP_YR2_N,float64
IND_YR2_N,float64
FEMALE_YR2_N,float64
MALE_YR2_N,float64
PELL_YR2_N,float64
NOPELL_YR2_N,float64
LOAN_YR2_N,float64
NOLOAN_YR2_N,float64
FIRSTGEN_YR2_N,float64
NOT1STGEN_YR2_N,float64
OVERALL_YR3_N,float64
LO_INC_YR3_N,float64
MD_INC_YR3_N,float64
HI_INC_YR3_N,float64
DEP_YR3_N,float64
IND_YR3_N,float64
FEMALE_YR3_N,float64
MALE_YR3_N,float64
PELL_YR3_N,float64
NOPELL_YR3_N,float64
LOAN_YR3_N,float64
NOLOAN_YR3_N,float64
FIRSTGEN_YR3_N,float64
NOT1STGEN_YR3_N,float64
OVERALL_YR4_N,float64
LO_INC_YR4_N,float64
MD_INC_YR4_N,float64
HI_INC_YR4_N,float64
DEP_YR4_N,float64
IND_YR4_N,float64
FEMALE_YR4_N,float64
MALE_YR4_N,float64
PELL_YR4_N,float64
NOPELL_YR4_N,float64
LOAN_YR4_N,float64
NOLOAN_YR4_N,float64
FIRSTGEN_YR4_N,float64
NOT1STGEN_YR4_N,float64
OVERALL_YR6_N,float64
LO_INC_YR6_N,float64
MD_INC_YR6_N,float64
HI_INC_YR6_N,float64
DEP_YR6_N,float64
IND_YR6_N,float64
FEMALE_YR6_N,float64
MALE_YR6_N,float64
PELL_YR6_N,float64
NOPELL_YR6_N,float64
LOAN_YR6_N,float64
NOLOAN_YR6_N,float64
FIRSTGEN_YR6_N,float64
NOT1STGEN_YR6_N,float64
OVERALL_YR8_N,float64
LO_INC_YR8_N,float64
MD_INC_YR8_N,float64
HI_INC_YR8_N,float64
DEP_YR8_N,float64
IND_YR8_N,float64
FEMALE_YR8_N,float64
MALE_YR8_N,float64
PELL_YR8_N,float64
NOPELL_YR8_N,float64
LOAN_YR8_N,float64
NOLOAN_YR8_N,float64
FIRSTGEN_YR8_N,float64
NOT1STGEN_YR8_N,float64
DEBT_MDN,float64
GRAD_DEBT_MDN,float64
WDRAW_DEBT_MDN,float64
LO_INC_DEBT_MDN,float64
MD_INC_DEBT_MDN,float64
HI_INC_DEBT_MDN,float64
DEP_DEBT_MDN,float64
IND_DEBT_MDN,float64
PELL_DEBT_MDN,float64
NOPELL_DEBT_MDN,float64
FEMALE_DEBT_MDN,float64
MALE_DEBT_MDN,float64
FIRSTGEN_DEBT_MDN,float64
NOTFIRSTGEN_DEBT_MDN,float64
DEBT_N,float64
GRAD_DEBT_N,float64
WDRAW_DEBT_N,float64
LO_INC_DEBT_N,float64
MD_INC_DEBT_N,float64
HI_INC_DEBT_N,float64
DEP_DEBT_N,float64
IND_DEBT_N,float64
PELL_DEBT_N,float64
NOPELL_DEBT_N,float64
FEMALE_DEBT_N,float64
MALE_DEBT_N,float64
FIRSTGEN_DEBT_N,float64
NOTFIRSTGEN_DEBT_N,float64
GRAD_DEBT_MDN10YR,float64
CUML_DEBT_N,float64
CUML_DEBT_P90,float64
CUML_DEBT_P75,float64
CUML_DEBT_P25,float64
CUML_DEBT_P10,float64
INC_N,float64
DEP_INC_N,float64
IND_INC_N,float64
DEP_STAT_N,float64
PAR_ED_N,float64
APPL_SCH_N,float64
REPAY_DT_N,float64
SEPAR_DT_N,float64
RPY_1YR_N,float64
COMPL_RPY_1YR_N,float64
NONCOM_RPY_1YR_N,float64
LO_INC_RPY_1YR_N,float64
MD_INC_RPY_1YR_N,float64
HI_INC_RPY_1YR_N,float64
DEP_RPY_1YR_N,float64
IND_RPY_1YR_N,float64
PELL_RPY_1YR_N,float64
NOPELL_RPY_1YR_N,float64
FEMALE_RPY_1YR_N,float64
MALE_RPY_1YR_N,float64
FIRSTGEN_RPY_1YR_N,float64
NOTFIRSTGEN_RPY_1YR_N,float64
RPY_3YR_N,float64
COMPL_RPY_3YR_N,float64
NONCOM_RPY_3YR_N,float64
LO_INC_RPY_3YR_N,float64
MD_INC_RPY_3YR_N,float64
HI_INC_RPY_3YR_N,float64
DEP_RPY_3YR_N,float64
IND_RPY_3YR_N,float64
PELL_RPY_3YR_N,float64
NOPELL_RPY_3YR_N,float64
FEMALE_RPY_3YR_N,float64
MALE_RPY_3YR_N,float64
FIRSTGEN_RPY_3YR_N,float64
NOTFIRSTGEN_RPY_3YR_N,float64
RPY_5YR_N,float64
COMPL_RPY_5YR_N,float64
NONCOM_RPY_5YR_N,float64
LO_INC_RPY_5YR_N,float64
MD_INC_RPY_5YR_N,float64
HI_INC_RPY_5YR_N,float64
DEP_RPY_5YR_N,float64
IND_RPY_5YR_N,float64
PELL_RPY_5YR_N,float64
NOPELL_RPY_5YR_N,float64
FEMALE_RPY_5YR_N,float64
MALE_RPY_5YR_N,float64
FIRSTGEN_RPY_5YR_N,float64
NOTFIRSTGEN_RPY_5YR_N,float64
RPY_7YR_N,float64
COMPL_RPY_7YR_N,float64
NONCOM_RPY_7YR_N,float64
LO_INC_RPY_7YR_N,float64
MD_INC_RPY_7YR_N,float64
HI_INC_RPY_7YR_N,float64
DEP_RPY_7YR_N,float64
IND_RPY_7YR_N,float64
PELL_RPY_7YR_N,float64
NOPELL_RPY_7YR_N,float64
FEMALE_RPY_7YR_N,float64
MALE_RPY_7YR_N,float64
FIRSTGEN_RPY_7YR_N,float64
NOTFIRSTGEN_RPY_7YR_N,float64
COUNT_ED,float64
LOAN_EVER,float64
PELL_EVER,float64
AGE_ENTRY,float64
AGE_ENTRY_SQ,float64
AGEGE24,float64
FEMALE,float64
MARRIED,float64
DEPENDENT,float64
VETERAN,float64
FIRST_GEN,float64
FAMINC,float64
MD_FAMINC,float64
FAMINC_IND,float64
LNFAMINC,float64
LNFAMINC_IND,float64
PCT_WHITE,float64
PCT_BLACK,float64
PCT_ASIAN,float64
PCT_HISPANIC,float64
PCT_BA,float64
PCT_GRAD_PROF,float64
PCT_BORN_US,float64
MEDIAN_HH_INC,float64
POVERTY_RATE,float64
UNEMP_RATE,float64
LN_MEDIAN_HH_INC,float64
FSEND_COUNT,float64
FSEND_1,float64
FSEND_2,float64
FSEND_3,float64
FSEND_4,float64
FSEND_5,float64
COUNT_NWNE_P10,float64
COUNT_WNE_P10,float64
MN_EARN_WNE_P10,float64
MD_EARN_WNE_P10,float64
PCT10_EARN_WNE_P10,float64
PCT25_EARN_WNE_P10,float64
PCT75_EARN_WNE_P10,float64
PCT90_EARN_WNE_P10,float64
SD_EARN_WNE_P10,float64
COUNT_WNE_INC1_P10,float64
COUNT_WNE_INC2_P10,float64
COUNT_WNE_INC3_P10,float64
COUNT_WNE_INDEP0_INC1_P10,float64
COUNT_WNE_INDEP0_P10,float64
COUNT_WNE_INDEP1_P10,float64
COUNT_WNE_MALE0_P10,float64
COUNT_WNE_MALE1_P10,float64
GT_25K_P10,float64
GT_28K_P10,float64
MN_EARN_WNE_INC1_P10,float64
MN_EARN_WNE_INC2_P10,float64
MN_EARN_WNE_INC3_P10,float64
MN_EARN_WNE_INDEP0_INC1_P10,float64
MN_EARN_WNE_INDEP0_P10,float64
MN_EARN_WNE_INDEP1_P10,float64
MN_EARN_WNE_MALE0_P10,float64
MN_EARN_WNE_MALE1_P10,float64
COUNT_NWNE_P6,float64
COUNT_WNE_P6,float64
MN_EARN_WNE_P6,float64
MD_EARN_WNE_P6,float64
PCT10_EARN_WNE_P6,float64
PCT25_EARN_WNE_P6,float64
PCT75_EARN_WNE_P6,float64
PCT90_EARN_WNE_P6,float64
SD_EARN_WNE_P6,float64
COUNT_WNE_INC1_P6,float64
COUNT_WNE_INC2_P6,float64
COUNT_WNE_INC3_P6,float64
COUNT_WNE_INDEP0_INC1_P6,float64
COUNT_WNE_INDEP0_P6,float64
COUNT_WNE_INDEP1_P6,float64
COUNT_WNE_MALE0_P6,float64
COUNT_WNE_MALE1_P6,float64
GT_25K_P6,float64
GT_28K_P6,float64
MN_EARN_WNE_INC1_P6,float64
MN_EARN_WNE_INC2_P6,float64
MN_EARN_WNE_INC3_P6,float64
MN_EARN_WNE_INDEP0_INC1_P6,float64
MN_EARN_WNE_INDEP0_P6,float64
MN_EARN_WNE_INDEP1_P6,float64
MN_EARN_WNE_MALE0_P6,float64
MN_EARN_WNE_MALE1_P6,float64
COUNT_NWNE_P7,float64
COUNT_WNE_P7,float64
MN_EARN_WNE_P7,float64
SD_EARN_WNE_P7,float64
GT_25K_P7,float64
COUNT_NWNE_P8,float64
COUNT_WNE_P8,float64
MN_EARN_WNE_P8,float64
MD_EARN_WNE_P8,float64
PCT10_EARN_WNE_P8,float64
PCT25_EARN_WNE_P8,float64
PCT75_EARN_WNE_P8,float64
PCT90_EARN_WNE_P8,float64
SD_EARN_WNE_P8,float64
GT_25K_P8,float64
GT_28K_P8,float64
COUNT_NWNE_P9,float64
COUNT_WNE_P9,float64
MN_EARN_WNE_P9,float64
SD_EARN_WNE_P9,float64
GT_25K_P9,float64
DEBT_MDN_SUPP,float64
GRAD_DEBT_MDN_SUPP,float64
GRAD_DEBT_MDN10YR_SUPP,float64
RPY_3YR_RT_SUPP,float64
LO_INC_RPY_3YR_RT_SUPP,float64
MD_INC_RPY_3YR_RT_SUPP,float64
HI_INC_RPY_3YR_RT_SUPP,float64
COMPL_RPY_3YR_RT_SUPP,float64
NONCOM_RPY_3YR_RT_SUPP,float64
DEP_RPY_3YR_RT_SUPP,float64
IND_RPY_3YR_RT_SUPP,float64
PELL_RPY_3YR_RT_SUPP,float64
NOPELL_RPY_3YR_RT_SUPP,float64
FEMALE_RPY_3YR_RT_SUPP,float64
MALE_RPY_3YR_RT_SUPP,float64
FIRSTGEN_RPY_3YR_RT_SUPP,float64
NOTFIRSTGEN_RPY_3YR_RT_SUPP,float64
C150_L4_POOLED_SUPP,float64
C150_4_POOLED_SUPP,float64
C200_L4_POOLED_SUPP,float64
C200_4_POOLED_SUPP,float64
C100_4,float64
D100_4,float64
C100_L4,float64
D100_L4,float64
TRANS_4,float64
DTRANS_4,float64
TRANS_L4,float64
DTRANS_L4,float64
ICLEVEL,float64
UGDS_MEN,float64
UGDS_WOMEN,float64
CDR2_DENOM,float64
CDR3_DENOM,float64
OPENADMP,float64
D_PCTPELL_PCTFLOAN,float64
UGNONDS,float64
GRADS,float64
D150_4_WHITE,float64
D150_4_BLACK,float64
D150_4_HISP,float64
D150_4_ASIAN,float64
D150_4_AIAN,float64
D150_4_NHPI,float64
D150_4_2MOR,float64
D150_4_NRA,float64
D150_4_UNKN,float64
D150_L4_WHITE,float64
D150_L4_BLACK,float64
D150_L4_HISP,float64
D150_L4_ASIAN,float64
D150_L4_AIAN,float64
D150_L4_NHPI,float64
D150_L4_2MOR,float64
D150_L4_NRA,float64
D150_L4_UNKN,float64
D150_4_WHITENH,float64
D150_4_BLACKNH,float64
D150_4_API,float64
D150_L4_WHITENH,float64
D150_L4_BLACKNH,float64
D150_L4_API,float64
OMACHT6_FTFT,float64
OMAWDP6_FTFT,float64
OMACHT8_FTFT,float64
OMAWDP8_FTFT,float64
OMENRYP8_FTFT,float64
OMENRAP8_FTFT,float64
OMENRUP8_FTFT,float64
OMACHT6_PTFT,float64
OMAWDP6_PTFT,float64
OMACHT8_PTFT,float64
OMAWDP8_PTFT,float64
OMENRYP8_PTFT,float64
OMENRAP8_PTFT,float64
OMENRUP8_PTFT,float64
OMACHT6_FTNFT,float64
OMAWDP6_FTNFT,float64
OMACHT8_FTNFT,float64
OMAWDP8_FTNFT,float64
OMENRYP8_FTNFT,float64
OMENRAP8_FTNFT,float64
OMENRUP8_FTNFT,float64
OMACHT6_PTNFT,float64
OMAWDP6_PTNFT,float64
OMACHT8_PTNFT,float64
OMAWDP8_PTNFT,float64
OMENRYP8_PTNFT,float64
OMENRAP8_PTNFT,float64
OMENRUP8_PTNFT,float64
RET_FT4_POOLED,float64
RET_FTL4_POOLED,float64
RET_PT4_POOLED,float64
RET_PTL4_POOLED,float64
RET_FT_DEN4_POOLED,float64
RET_FT_DENL4_POOLED,float64
RET_PT_DEN4_POOLED,float64
RET_PT_DENL4_POOLED,float64
POOLYRSRET_FT,float64
POOLYRSRET_PT,float64
RET_FT4_POOLED_SUPP,float64
RET_FTL4_POOLED_SUPP,float64
RET_PT4_POOLED_SUPP,float64
RET_PTL4_POOLED_SUPP,float64
TRANS_4_POOLED,float64
TRANS_L4_POOLED,float64
DTRANS_4_POOLED,float64
DTRANS_L4_POOLED,float64
TRANS_4_POOLED_SUPP,float64
TRANS_L4_POOLED_SUPP,float64
C100_4_POOLED,float64
C100_L4_POOLED,float64
D100_4_POOLED,float64
D100_L4_POOLED,float64
POOLYRS100,float64
C100_4_POOLED_SUPP,float64
C100_L4_POOLED_SUPP,float64
C150_4_PELL,float64
D150_4_PELL,float64
C150_L4_PELL,float64
D150_L4_PELL,float64
C150_4_LOANNOPELL,float64
D150_4_LOANNOPELL,float64
C150_L4_LOANNOPELL,float64
D150_L4_LOANNOPELL,float64
C150_4_NOLOANNOPELL,float64
D150_4_NOLOANNOPELL,float64
C150_L4_NOLOANNOPELL,float64
D150_L4_NOLOANNOPELL,float64
OMACHT6_FTFT_POOLED,float64
OMAWDP6_FTFT_POOLED,float64
OMACHT8_FTFT_POOLED,float64
OMAWDP8_FTFT_POOLED,float64
OMENRYP8_FTFT_POOLED,float64
OMENRAP8_FTFT_POOLED,float64
OMENRUP8_FTFT_POOLED,float64
OMACHT6_PTFT_POOLED,float64
OMAWDP6_PTFT_POOLED,float64
OMACHT8_PTFT_POOLED,float64
OMAWDP8_PTFT_POOLED,float64
OMENRYP8_PTFT_POOLED,float64
OMENRAP8_PTFT_POOLED,float64
OMENRUP8_PTFT_POOLED,float64
OMACHT6_FTNFT_POOLED,float64
OMAWDP6_FTNFT_POOLED,float64
OMACHT8_FTNFT_POOLED,float64
OMAWDP8_FTNFT_POOLED,float64
OMENRYP8_FTNFT_POOLED,float64
OMENRAP8_FTNFT_POOLED,float64
OMENRUP8_FTNFT_POOLED,float64
OMACHT6_PTNFT_POOLED,float64
OMAWDP6_PTNFT_POOLED,float64
OMACHT8_PTNFT_POOLED,float64
OMAWDP8_PTNFT_POOLED,float64
OMENRYP8_PTNFT_POOLED,float64
OMENRAP8_PTNFT_POOLED,float64
OMENRUP8_PTNFT_POOLED,float64
POOLYRSOM_FTFT,float64
POOLYRSOM_PTFT,float64
POOLYRSOM_FTNFT,float64
POOLYRSOM_PTNFT,float64
OMAWDP6_FTFT_POOLED_SUPP,float64
OMAWDP8_FTFT_POOLED_SUPP,float64
OMENRYP8_FTFT_POOLED_SUPP,float64
OMENRAP8_FTFT_POOLED_SUPP,float64
OMENRUP8_FTFT_POOLED_SUPP,float64
OMAWDP6_PTFT_POOLED_SUPP,float64
OMAWDP8_PTFT_POOLED_SUPP,float64
OMENRYP8_PTFT_POOLED_SUPP,float64
OMENRAP8_PTFT_POOLED_SUPP,float64
OMENRUP8_PTFT_POOLED_SUPP,float64
OMAWDP6_FTNFT_POOLED_SUPP,float64
OMAWDP8_FTNFT_POOLED_SUPP,float64
OMENRYP8_FTNFT_POOLED_SUPP,float64
OMENRAP8_FTNFT_POOLED_SUPP,float64
OMENRUP8_FTNFT_POOLED_SUPP,float64
OMAWDP6_PTNFT_POOLED_SUPP,float64
OMAWDP8_PTNFT_POOLED_SUPP,float64
OMENRYP8_PTNFT_POOLED_SUPP,float64
OMENRAP8_PTNFT_POOLED_SUPP,float64
OMENRUP8_PTNFT_POOLED_SUPP,float64
SCHTYPE,float64
OPEFLAG,float64
PRGMOFR,float64
CIPTFBS1,float64
CIPTFBS2,float64
CIPTFBS3,float64
CIPTFBS4,float64
CIPTFBS5,float64
CIPTFBS6,float64
CIPTFBSANNUAL1,float64
CIPTFBSANNUAL2,float64
CIPTFBSANNUAL3,float64
CIPTFBSANNUAL4,float64
CIPTFBSANNUAL5,float64
CIPTFBSANNUAL6,float64
MTHCMP1,float64
MTHCMP2,float64
MTHCMP3,float64
MTHCMP4,float64
MTHCMP5,float64
MTHCMP6,float64
POOLYRSOM_ALL,float64
POOLYRSOM_FIRSTTIME,float64
POOLYRSOM_NOTFIRSTTIME,float64
POOLYRSOM_FULLTIME,float64
POOLYRSOM_PARTTIME,float64
OMENRYP_ALL,float64
OMENRAP_ALL,float64
OMAWDP8_ALL,float64
OMENRUP_ALL,float64
OMENRYP_FIRSTTIME,float64
OMENRAP_FIRSTTIME,float64
OMAWDP8_FIRSTTIME,float64
OMENRUP_FIRSTTIME,float64
OMENRYP_NOTFIRSTTIME,float64
OMENRAP_NOTFIRSTTIME,float64
OMAWDP8_NOTFIRSTTIME,float64
OMENRUP_NOTFIRSTTIME,float64
OMENRYP_FULLTIME,float64
OMENRAP_FULLTIME,float64
OMAWDP8_FULLTIME,float64
OMENRUP_FULLTIME,float64
OMENRYP_PARTTIME,float64
OMENRAP_PARTTIME,float64
OMAWDP8_PARTTIME,float64
OMENRUP_PARTTIME,float64
OMENRYP_ALL_POOLED_SUPP,float64
OMENRAP_ALL_POOLED_SUPP,float64
OMAWDP8_ALL_POOLED_SUPP,float64
OMENRUP_ALL_POOLED_SUPP,float64
OMENRYP_FIRSTTIME_POOLED_SUPP,float64
OMENRAP_FIRSTTIME_POOLED_SUPP,float64
OMAWDP8_FIRSTTIME_POOLED_SUPP,float64
OMENRUP_FIRSTTIME_POOLED_SUPP,float64
OMENRYP_NOTFIRSTTIME_POOLED_SUPP,float64
OMENRAP_NOTFIRSTTIME_POOLED_SUPP,float64
OMAWDP8_NOTFIRSTTIME_POOLED_SUPP,float64
OMENRUP_NOTFIRSTTIME_POOLED_SUPP,float64
OMENRYP_FULLTIME_POOLED_SUPP,float64
OMENRAP_FULLTIME_POOLED_SUPP,float64
OMAWDP8_FULLTIME_POOLED_SUPP,float64
OMENRUP_FULLTIME_POOLED_SUPP,float64
OMENRYP_PARTTIME_POOLED_SUPP,float64
OMENRAP_PARTTIME_POOLED_SUPP,float64
OMAWDP8_PARTTIME_POOLED_SUPP,float64
OMENRUP_PARTTIME_POOLED_SUPP,float64
